Time	Model	Meas
0	0.4987747	0.498774651048933
1	0.6088884	0.608888434669741
2	-0.377550595001132	-0.376996964114985
3	-0.684778656062091	-0.684287827492738
4	0.241072947790134	0.240139398616437
5	0.733469172875821	0.732315707216026
6	-0.0947625139675596	-0.0936762571732321
7	-0.752974556913714	-0.751050958650672
8	-0.0555591250088931	-0.0565339345569023
9	0.742470631153855	0.739744171739292
10	0.203901183033665	0.204482768904761
11	-0.70232914626346	-0.69884761795834
12	-0.344342406130464	-0.344252292496429
13	0.634104834746434	0.629997159459054
14	0.471267411566651	0.470251724388239
15	-0.540475249407594	-0.535946814581406
16	-0.579591196733261	-0.577441087304521
17	0.425135711860254	0.420458597120502
18	0.664962842319279	0.661532806728621
19	-0.292653491363035	-0.288152035774778
20	-0.723940250207708	-0.719163213883577
21	0.14828696728028	0.144319392998063
22	0.754128899233582	0.748027092483189
23	0.00222306548561846	0.00528602549857518
24	-0.754279026397004	-0.746969887383474
25	-0.152881666094732	-0.15468000297527
26	0.724337290932698	0.71603388678842
27	0.297678516402875	0.297886780332954
28	-0.665450788337346	-0.656456530721829
29	-0.430827679459675	-0.42917808647732
30	0.579923179100939	0.570620913426365
31	0.546998784222855	0.543302269162593
32	-0.471124606910079	-0.461960459593847
33	-0.641530399817028	-0.635694361081362
34	0.34335892730871	0.334821587377574
35	0.710617058656447	0.702658678556877
36	-0.201693476459106	-0.194289851666199
37	-0.751462425571335	-0.741516648890117
38	0.0517581123593033	0.0459865218881758
39	0.762392448861619	0.750713953267752
40	0.100478502633327	0.104156268765375
41	-0.742923916013398	-0.729882699514677
42	-0.248946488598653	-0.25013280866831
43	0.693785608737204	0.679856137781015
44	0.387716747464938	0.386104036224513
45	-0.616891138623575	-0.602635330536112
46	-0.511237727379791	-0.506631102331735
47	0.515264470973862	0.501309110069765
48	0.614557498030884	0.606892924345688
49	-0.392921033466312	-0.379930525200628
50	-0.69352225402584	-0.682879029385814
51	0.254709082834748	0.243354719323465
52	0.744943289844996	0.731549973250507
53	-0.106117595617588	-0.0970447246733637
54	-0.766725735170794	-0.750958918185179
55	-0.0469417055591928	-0.0531470589636721
56	0.757953854395122	0.740329506392445
57	0.198369534835602	0.201212960242161
58	-0.718929438794843	-0.700086914344013
59	-0.342122079572567	-0.341230343110964
60	0.651161685770024	0.63184084572182
61	0.472452206804665	0.467598512255328
62	-0.557308892440803	-0.538321143270755
63	-0.584139213830518	-0.575262740909478
64	0.441074213789754	0.423268595088859
65	0.672697938940609	0.65991645992725
66	-0.307059571687006	-0.291285303103409
67	-0.734558857236154	-0.718173520547932
68	0.160583477155084	0.147650598993823
69	0.767211930845657	0.747703640346697
70	-0.00746997700183302	0.00189012907551669
71	-0.769308417472532	-0.747325614531593
72	-0.146182900684301	-0.151355251981835
73	0.740716509330597	0.717054564135226
74	0.294245996584548	0.294766164808881
75	-0.682528509962173	-0.65810133117345
76	-0.430803495004423	-0.42638643104357
77	0.597019186224782	0.572824044964736
78	0.550389272725026	0.540951240036518
79	-0.487556880036175	-0.464633796957432
80	-0.648205679861062	-0.633877999428004
81	0.358470851623384	0.337858197071832
82	0.72031599672993	0.70144963884237
83	-0.214880077646316	-0.197568269303358
84	-0.763802847134011	-0.740963292703042
85	0.0624902735651057	0.0493756107627493
86	0.77688619446456	0.750838414855592
87	0.0926328120090271	0.100792072208369
88	-0.758996149439237	-0.730680000413918
89	-0.244304823920008	-0.246928072291153
90	0.71079761356236	0.681294385955687
91	0.38646933947724	0.38318694948229
92	-0.634165699228458	-0.604656996059229
93	-0.513439692210236	-0.504118348694136
94	0.532112829495035	0.503833326320402
95	0.620126425331838	0.604885013958216
96	-0.408670349722344	-0.382856323528759
97	-0.702241277959956	-0.681456278663968
98	0.268729302499863	0.246565067795965
99	0.756469529037564	0.730769292223161
100	-0.117846653799626	-0.100411209351333
101	-0.780603773379314	-0.750851534093428
102	-0.0379753534618561	-0.0497590974673523
103	0.773633732028274	0.740899714599957
104	0.192527958083959	0.197939040387344
105	-0.73578844461665	-0.701311906522489
106	-0.339643254695648	-0.338201421691841
107	0.668529085395623	0.63367162218412
108	0.473440327868162	0.464935746128665
109	-0.574492611705432	-0.540684472958387
110	-0.588560324706696	-0.573072640720343
111	0.457388415534633	0.426069944814319
112	0.680381070220281	0.658286629683207
113	-0.321852027189579	-0.294412618877677
114	-0.745202631102677	-0.717169153458742
115	0.173261639891697	0.150978788185929
116	0.78039637902775	0.747364911095928
117	-0.0175247164797387	-0.00150580596674349
118	-0.784511549014218	-0.747666072289277
119	-0.139156855579714	-0.148027408491112
120	0.757334974691452	0.718060590591054
121	0.290533725505361	0.291639526609323
122	-0.699901543507127	-0.65973268526919
123	-0.430558323370908	-0.423586063663161
124	0.61445487708138	0.575015472536558
125	0.553626447088434	0.538589158170472
126	-0.504359726908991	-0.467297640902463
127	-0.65480154197818	-0.632048686350965
128	0.373969504285224	0.34088790363227
129	0.73001269796778	0.700226267077419
130	-0.228454158648624	-0.200842650216787
131	-0.776218423856206	-0.740394797120776
132	0.073595208660648	0.0527636907926315
133	0.791529610890742	0.750947535279302
134	0.0844439484844207	0.0974258162632289
135	-0.775286715670497	-0.731462372026657
136	-0.239363324937623	-0.24371829066856
137	0.728088010983791	0.682718713892944
138	0.384977466043657	0.380262033447149
139	-0.651767700372715	-0.606666307203515
140	-0.515462400727236	-0.501595294887852
141	0.549324690515701	0.506347248225944
142	0.625588559707925	0.602864744533041
143	-0.424804785285993	-0.385774299319336
144	-0.710930347109114	-0.680019604396908
145	0.283140927951519	0.249770378439955
146	0.768043967760982	0.729973680084899
147	-0.129957798951641	-0.103775642422975
148	-0.794606365704472	-0.750728808569494
149	-0.0286514913302113	-0.0463701192909239
150	0.789509669616697	0.741454784711309
151	0.186367749903686	0.194661076233186
152	-0.752907307103378	-0.702522569464672
153	-0.336897450141256	-0.33516559012612
154	0.68620987193312	0.635489451439448
155	0.474223853629817	0.46226348041401
156	-0.592030829883689	-0.543036755356646
157	-0.59284748536354	-0.570870831485339
