Time	Model	Meas
0	0.4987747	-0.807182226091619
1	0.6088884	-0.0221520083149715
2	-0.349818310282648	0.802530304345475
3	-0.687810380133041	0.190683372227521
4	0.183142577729679	-0.762486796177695
5	0.726385636505882	-0.350805599424837
6	-0.00850382366298988	0.688817620298479
7	-0.723014533509453	0.495457299687518
8	-0.16403256649983	-0.584771587364101
9	0.678510397272565	-0.618259333033979
10	0.324670046252398	0.454937127426965
11	-0.596017447845592	0.713796129793642
12	-0.464434938043772	-0.3050399401703
13	0.480797179064483	-0.777854517229405
14	0.575675386369606	0.141690491552125
15	-0.339897302463026	0.807609520455351
16	-0.652477629299746	0.0279075077434982
17	0.181723851671401	-0.801748943829216
18	0.690977102258726	-0.196274785947634
19	-0.0155422546519426	0.760531238780213
20	-0.689548211303375	0.355986346091478
21	-0.149063155136772	-0.685774106101003
22	0.648863763539079	-0.499998908372689
23	0.302739786759051	0.580774335342738
24	-0.571822600146755	0.621961518794664
25	-0.436896083571619	-0.450162416395859
26	0.463351506226908	-0.716495626237794
27	0.544179626569791	0.299698334885922
28	-0.330094542898807	0.779432276563838
29	-0.618877574706215	-0.136017556807516
30	0.180009164820526	-0.807995963493416
31	0.657217783411207	-0.0336615955261013
32	-0.0218935089990014	0.800927028432935
33	-0.657554920730149	0.201856271497018
34	-0.135127199954372	-0.758537211418561
35	0.620432683298619	-0.361149085894915
36	0.28212526815913	0.682695903380629
37	-0.548520403532668	0.504515225604848
38	-0.410876128808615	-0.576747706003611
39	0.446429519406156	-0.625632243865606
40	0.514316399465029	0.445364934791834
41	-0.320422140182048	0.719158880171891
42	-0.586929013472905	-0.294341569955737
43	0.178029906487494	-0.780970609862596
44	0.625034568550038	0.130337741884592
45	-0.0276061832100969	0.80834153565836
46	-0.62697368642423	0.0394139806036638
47	-0.122161920184392	-0.800064599731591
48	0.593171610636439	-0.207427546547298
49	0.262753311516431	0.756504814956658
50	-0.52608310729792	0.366293557688196
51	-0.386295818945922	-0.679583167842137
52	0.430022580206624	-0.509006022935045
53	0.486004978729714	0.572691903025778
54	-0.310890777179871	0.629271322570458
55	-0.556554367731482	-0.440544925285981
56	0.175815186119396	-0.721785756880514
57	0.594357400470937	0.288969916341073
58	-0.0327258823020687	0.78246943931214
59	-0.59774585091359	-0.124651334085524
60	-0.110108057237402	-0.8086462194701
61	0.567036460094693	-0.0451643720031967
62	0.244554582279121	0.799161701349428
63	-0.504483493269968	0.212988329286577
64	-0.363079842015712	-0.754434152199247
65	0.41412163825279	-0.371419501248419
66	0.459168453293008	0.676436056937079
67	-0.301509817723197	0.513471073205205
68	-0.527679531854716	-0.568607131563986
69	0.173391975638531	-0.632878570833642
70	0.565119158498641	0.435702631688921
71	-0.0372953891553729	0.724376123488316
72	-0.569814998213153	-0.283583645756375
73	-0.0989096883823854	-0.783928689097155
74	0.541984575280079	0.118958621045973
75	0.227463397855828	0.808909999516809
76	-0.483694890552334	0.0509124788525571
77	-0.341156641414603	-0.798218378957772
78	0.398717290544858	-0.218538338433689
79	0.433733555415028	0.752325327886697
80	-0.292287406533123	0.376526657289896
81	-0.500233725647859	-0.673254729855819
82	0.170785243646769	-0.517910150559618
83	0.537255544783693	0.564493598238299
84	-0.04135482484442	0.63645380618966
85	-0.543126879213174	-0.430838298938471
86	-0.0885140498098401	-0.726929848966739
87	0.517974697014674	0.278183030655455
88	0.211417544396481	0.785348285404385
89	-0.463691187618644	-0.113259890720535
90	-0.320458236931479	-0.809132862455697
91	0.383799836156217	-0.0566580103951617
92	0.409630496093015	0.797234680272713
93	-0.283230562775204	0.224077293252432
94	-0.474149353295458	-0.750178448689703
95	0.168018081932243	-0.381614767477269
96	0.510704974475619	0.670039347519476
97	-0.0449418004027628	0.522323030456359
98	-0.517629338872008	-0.560351511123641
99	-0.0788713686267812	-0.639996847792323
100	0.494966931147063	0.425952173087253
101	0.196358102357629	0.729446804140647
102	-0.444446841973956	-0.272768344217717
103	-0.30092005391418	-0.786728156426367
104	0.36935932657479	0.10755543136818
105	0.386792807506716	0.809314797013685
106	-0.274345267610805	0.0624006760046938
107	-0.449361867863083	-0.796210655052699
108	0.165111824692637	-0.229604913565761
109	0.48540846967229	0.74799362320389
110	-0.0480915604582127	0.386683574438577
111	-0.493272245217582	-0.666790072571788
112	-0.0699347033528435	-0.526709489678653
113	0.472922716130814	0.556181079739271
114	0.182229280450165	0.6435075164239
115	-0.42593688758557	-0.421044501290252
116	-0.282480760224186	-0.731926861694853
117	0.355385611972616	0.267339860334333
118	0.365157192222578	0.788068232365063
119	-0.265636546094683	-0.10184553153767
120	-0.425809641158916	-0.809455793987973
121	0.162086160868126	-0.0681401851998043
122	0.461309557045638	0.795146355096015
123	-0.0508371191518602	0.235120919769967
124	-0.470007420157239	-0.745770961944321
125	-0.0616597925065049	-0.391732821778275
126	0.451804790468004	0.663507069370884
127	0.168978257584844	0.53106930634616
128	-0.408136940272037	-0.55198251503819
129	-0.265082110642586	-0.64698563450418
130	0.341868383671349	0.416115531792312
131	0.344663378886367	0.734369896180566
132	-0.257108543748936	-0.261897853594393
133	-0.403433838765616	-0.789368445435388
134	0.158959239956936	0.0961304800529618
135	0.438354169044495	0.80955584624651
136	-0.053209388734833	0.0738762476588054
137	-0.447788572091405	-0.794041834238161
138	-0.0540049108894372	-0.240625032848819
139	0.431577160106795	0.743510577339909
140	0.156555032447735	0.3967622540902
141	-0.391023201226461	-0.660190503980967
142	-0.248668798404201	-0.535402259926203
143	0.328797213055499	0.547756029396465
144	0.325253984143582	0.650431026099461
145	-0.248764598125504	-0.411165513915578
146	-0.382178300058194	-0.736775784021732
147	0.155747771667277	0.256442599271014
148	0.416490548576076	0.790628729868645
149	-0.0552373012174349	-0.0904105659985988
150	-0.426571230322713	-0.809614948728351
151	-0.0469307331951322	-0.0796085732343549
152	0.412205065873925	0.792897148349136
153	0.144912280353836	0.246116974387673
154	-0.374572458838275	-0.741212583727725
155	-0.233188313549879	-0.401771616970496
156	0.316161587170344	0.656840544163921
157	0.306874380536482	0.539708131244919
158	-0.240607305652267	-0.543501836602488
159	-0.361989423029011	-0.653843516931441
160	0.152467119741226	0.406194698046885
161	0.395669157068575	0.739144403521287
162	-0.0569479234270015	-0.250974373307415
163	-0.406312681248763	-0.791849021915844
164	-0.0404002045852949	0.0846860787050876
165	0.393654951015446	0.809633098443913
166	0.134005217042487	0.0853368719681341
167	-0.3587620889665	-0.791712355330605
168	-0.218590807799574	-0.251596466587561
169	0.303950941227328	0.738877097347217
170	0.28947257013573	0.406760657030476
171	-0.232638584041637	-0.653457359370817
172	-0.342816053746189	-0.543986702498348
173	0.149131390268799	0.539220151846164
174	0.375842585818381	0.657222934386042
175	-0.0583665658133603	-0.401203335625095
176	-0.386971906323607	-0.741475634867312
177	-0.03437841789408	0.245493452302959
178	0.375894428911975	0.793029259850934
179	0.123791469092974	-0.0789573077342632
180	-0.343570053806999	-0.809610294475129
181	-0.204828965661029	-0.0910608541055139
182	0.292154688226412	0.790487515112971
183	0.272999063673531	0.257063232279238
184	-0.224859730525183	-0.736504236334331
185	-0.324609380276942	-0.411729121909447
186	0.145753514793982	0.650041120733347
187	0.356965470526668	0.54823775726345
188	-0.0595168853241526	-0.534911191708023
189	-0.368509521770262	-0.660569107522135
190	-0.0288324971360864	0.396191679128374
191	0.358892251028217	0.743769360139094
192	0.114230950652931	-0.240000113499165
193	-0.328974899486368	-0.794169383973918
194	-0.191857881500548	0.0732245428646419
195	0.280762245892279	0.809546537975493
196	0.257406764953775	0.0967802301102116
197	-0.217271476163245	-0.789222689652349
198	-0.30732283091238	-0.262516994937205
199	0.142345328498836	0.734094120715536
200	0.338994408931364	0.416676760287467
201	-0.0604209826564194	-0.646592001055168
202	-0.35088772002408	-0.552461080509052
203	-0.0237314870091759	0.530575174148267
204	0.342618275150432	0.663881867080188
205	0.105285746185682	-0.391159982061427
206	-0.314955752505807	-0.746025463313088
207	-0.179634942313652	0.234494634765679
208	0.2697630611094	0.79526933661388
209	0.242650860323045	-0.0674880740767638
210	-0.209874036464758	-0.809441832170001
211	-0.290911976535373	-0.102494710678936
212	0.138917643736906	0.787917942927424
213	0.321887881441964	0.267957478693695
214	-0.0610994941757483	-0.731646872401748
215	-0.334070212884603	-0.421603321898063
216	-0.0190462480976428	0.643110174803155
217	0.32704343395987	0.556656458606725
218	0.0969199989557074	-0.526212318495743
219	-0.301492315149671	-0.667161045490831
220	-0.168119715944218	0.386108498942668
221	0.259146632029728	0.748243830268791
222	0.228688712994427	-0.228977294586222
223	-0.202667158539377	-0.796329062131898
224	-0.275334436977925	0.0617481915385237
225	0.135480319173044	0.809296182354988
226	0.305606174686137	0.108204006756024
227	-0.0615716787798832	-0.786573340936223
228	-0.318022176351564	-0.273384408352631
229	-0.0147493574950924	0.729162615182171
230	0.312139703984995	0.426508557540886
231	0.0890998049838876	-0.639595818098584
232	-0.288564859965179	-0.560823679341589
233	-0.157273844511173	0.521822845436851
234	0.248902528016227	0.670406476883328
235	0.215479762023897	-0.381037485291352
236	-0.195650164991659	-0.750424348794512
237	-0.260549791219376	0.223448372044505
238	0.132042324773269	0.797348506923858
239	0.290111307878628	-0.0560051855904944
240	-0.0618554999699834	-0.809109595897861
241	-0.302710197119019	-0.113907829548056
242	-0.0108150145795859	0.78518895169277
243	0.297880074970441	0.278797509403538
244	0.0817931122161279	-0.726641474718027
245	-0.276154223412122	-0.431392219094324
246	-0.147060942811807	0.636049108708219
247	0.239020407575395	0.564962531923049
248	0.20298542574663	-0.517406977004378
249	-0.188821994755305	-0.673617997093969
250	-0.246519491281419	0.375947197614645
251	0.12861180287558	0.752566908593044
252	0.275366961924624	-0.217908146810106
253	-0.0619677033796518	-0.798327619423167
254	-0.288102220700076	0.0502593467312407
255	-0.00721895168622581	0.808882082236727
256	0.284238519696175	0.119605890538472
257	0.0749696246604099	-0.783764845223648
258	-0.264241798774228	-0.284196508035438
259	-0.137446501480466	0.724083578536206
260	0.229490034422567	0.436254059528041
261	0.191169009487897	-0.632470226035317
262	-0.182181241054342	-0.569072806995458
263	-0.233206779680583	0.512964936566271
264	0.125196125560434	0.676795443674375
265	0.261338411171446	-0.370837893394652
266	-0.0619238899994069	-0.754671401287252
267	-0.274167501153408	0.21235689912433
268	-0.00393834943440087	0.799266350103361
269	0.271189964276185	-0.0445109656026238
270	0.0686007112582931	-0.808613652879912
271	-0.2528095284171	-0.125297901502158
272	-0.12839779469061	0.782301093564459
273	0.220301291814819	0.289581131150694
274	0.179995617370314	-0.721489056022813
275	-0.175726186667639	-0.441093832915485
276	-0.220576610303327	0.628859351110561
277	0.121801948528157	0.573154296648703
278	0.247992457724123	-0.508496948814334
279	-0.0617385853224205	-0.679938655899713
280	-0.260876552381645	0.365709831075394
281	-0.000951756478412669	0.756737720425546
282	0.258710258962169	-0.20679490978603
283	0.0626593192673822	-0.800164651480612
284	-0.241839895471314	0.0387603329751012
285	-0.119883792197197	0.808304321405383
286	0.211444195277954	0.130983574520029
287	0.169432068046051	-0.780797770756177
288	-0.169454836663133	-0.294951106378826
289	-0.208595572573319	0.718858038416623
290	0.118435261679527	0.445911294446317
291	0.235297368242261	-0.625216666582897
292	-0.0614253046260506	-0.577206794428725
293	-0.248201100970788	0.504003239752864
